wall_time,session_t,mode,source,outcome,gesture,distance,threshold,threshold_source,runner_up,runner_up_distance,margin_ratio,fired,key,detail,seg_frames,seg_duration,seg_peak_speed,seg_mean_speed,seg_close_reason,session_label
1789280465.227,30.418,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789280465.610,30.801,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.52<0.55),10,0.951,0.1917,0.0522,still,
1789280467.219,32.410,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.34<0.55),10,0.789,0.0823,0.0346,still,
1789280470.152,35.343,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,5,1.026,0.3753,0.1759,hand_lost,
1789280473.160,38.351,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.46<0.55),9,0.816,0.2211,0.0534,still,
1789280475.671,40.862,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.39<0.55),10,1.342,0.0850,0.0409,still,
1789280475.985,41.176,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789280490.977,56.168,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.40<0.55),10,0.861,0.0859,0.0451,still,
1789280493.389,58.580,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,23,2.275,2.5563,0.2817,still,
1789280501.862,67.053,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,1.323,0.8283,0.1490,still,
1789280504.810,70.001,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789280504.810,70.001,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,1.580,0.2456,0.0883,still,
1789280507.606,72.797,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,29,2.722,0.2496,0.1019,still,
1789280511.943,77.134,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,33,3.436,0.7245,0.1781,still,
1789280514.755,79.946,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,5,1.465,2.7343,0.9248,hand_lost,
1789280526.583,91.773,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,24,2.740,1.2609,0.2228,still,
1789280529.571,94.762,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.51<0.55),12,2.613,0.0886,0.0434,hand_lost,
1789280536.694,101.885,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,51,5.763,1.6407,0.2434,still,
1789280539.756,104.947,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789280539.758,104.949,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,21,1.994,0.3637,0.1493,still,
1789280542.550,107.741,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789280542.553,107.744,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,20,1.798,0.3684,0.1403,still,
1789280544.542,109.733,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789280544.542,109.733,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,18,1.547,0.3378,0.1271,still,
1789280547.872,113.063,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,33,3.224,0.7265,0.1503,still,
1789280551.137,116.328,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789280551.137,116.328,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,19,1.678,0.3322,0.1254,still,
1789280554.746,119.937,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789280554.793,119.984,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,7,1.470,0.8438,0.2603,hand_lost,
1789280563.973,129.164,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,28,2.340,0.3773,0.1568,hand_lost,
1789280570.988,136.179,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,27,2.601,0.5805,0.1482,hand_lost,
1789280575.176,140.367,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,10,1.303,0.3619,0.1819,hand_lost,
1789280591.099,156.290,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,14,1.824,0.1425,0.0411,still,
1789280594.577,159.768,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.43<0.55),11,1.700,0.0967,0.0385,still,
1789280641.462,206.653,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789280641.463,206.654,LIVE,trajectory,rejected,opc,1.2952,0.4200,default(1 sample),,,0.0000,False,,distance over threshold,11,1.725,0.1891,0.1257,hand_lost,
1789280643.342,208.533,LIVE,trajectory,rejected,opc,1.0856,0.4200,default(1 sample),,,0.0000,False,,distance over threshold,10,1.588,0.3811,0.2822,hand_lost,
1789280644.994,210.185,LIVE,trajectory,rejected,opc,1.4458,0.4200,default(1 sample),,,0.0000,False,,distance over threshold,4,1.002,0.3969,0.2460,hand_lost,
1789280661.653,226.844,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1789280664.040,229.231,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.32<0.55),5,0.711,0.1520,0.0626,hand_lost,
1789280690.820,256.011,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789280690.820,256.011,LIVE,trajectory,rejected,opc,1.4346,0.3943,calibrated(2 samples),,,0.0000,False,,distance over threshold,13,1.174,0.2479,0.0753,still,
1789280691.954,257.145,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.18<0.55),4,0.866,0.0923,0.0485,hand_lost,
1789280727.291,292.482,LIVE,trajectory,rejected,opc,1.1952,0.3943,calibrated(2 samples),,,0.0000,False,,distance over threshold,18,1.139,0.5818,0.1821,still,
1789280745.138,310.329,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789280745.138,310.329,LIVE,traj,accepted,opc,0.1935,0.3943,calibrated(2 samples),,,0.0000,False,,"suppressed by shared cooldown (0.80s left, last=swipe_right)",14,1.787,0.8189,0.1463,still,
1789280754.103,319.294,LIVE,trajectory,rejected,opc,0.8910,0.3943,calibrated(2 samples),,,0.0000,False,,distance over threshold,42,4.924,1.6983,0.2147,still,
1789280757.621,322.812,LIVE,traj,accepted,opc,0.3444,0.3943,calibrated(2 samples),,,0.0000,True,none,not bound to a control,11,1.084,0.5272,0.0874,still,
1789280759.336,324.527,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789280759.392,324.583,LIVE,traj,accepted,opc,0.1330,0.3943,calibrated(2 samples),,,0.0000,False,,"suppressed by shared cooldown (0.75s left, last=swipe_right)",14,1.588,0.2711,0.0754,still,
1789280760.769,325.960,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.37<0.55),10,1.201,0.1171,0.0394,still,
1789280765.553,330.744,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1789280765.820,331.011,LIVE,trajectory,rejected,opc,0.5886,0.3943,calibrated(2 samples),,,0.0000,False,,distance over threshold,17,2.014,0.1117,0.0427,still,
1789280768.503,333.694,LIVE,trajectory,rejected,opc,0.9276,0.3943,calibrated(2 samples),,,0.0000,False,,distance over threshold,15,1.172,0.1359,0.0389,still,
1789280770.070,335.261,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.30<0.55),10,1.048,0.0854,0.0317,still,
1789280774.296,339.487,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1789280777.545,342.736,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1789280785.009,350.200,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1789280795.786,360.977,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789280795.792,360.983,LIVE,trajectory,rejected,opc,1.3147,0.3943,calibrated(2 samples),,,0.0000,False,,distance over threshold,25,2.522,0.3317,0.1377,still,
1789280799.988,365.179,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789280800.018,365.209,LIVE,traj,accepted,opc,0.2193,0.3943,calibrated(2 samples),,,0.0000,False,,"suppressed by shared cooldown (0.78s left, last=swipe_right)",32,4.011,3.6856,0.2510,still,
1789280805.203,370.394,LIVE,trajectory,rejected,opc,0.8179,0.3943,calibrated(2 samples),,,0.0000,False,,distance over threshold,32,3.411,2.0414,0.2425,still,
1789280808.536,373.727,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789280808.545,373.736,LIVE,trajectory,rejected,opc,1.4933,0.3943,calibrated(2 samples),,,0.0000,False,,distance over threshold,21,1.809,0.3534,0.1419,still,
1789280811.585,376.776,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789280811.586,376.777,LIVE,traj,accepted,opc,0.1310,0.3943,calibrated(2 samples),,,0.0000,False,,"suppressed by shared cooldown (0.80s left, last=swipe_right)",18,1.985,0.8605,0.1886,still,
1789280813.106,378.297,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.36<0.55),5,1.016,0.1520,0.0836,hand_lost,
1789281831.259,18.466,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789281831.259,18.466,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,10,1.146,0.4219,0.0929,still,
1789281832.385,19.592,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.23<0.55),9,1.048,0.0680,0.0284,still,
1789281844.928,32.135,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,76,11.096,1.2910,0.2034,still,
1789281846.706,33.913,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.25<0.55),5,1.583,0.0830,0.0582,hand_lost,
1789281851.754,38.961,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,39,4.709,0.5341,0.1101,still,
1789281857.982,45.189,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,29,3.717,0.8745,0.1575,still,
1789281862.206,49.413,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789281862.258,49.465,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,18,2.525,0.4580,0.1372,still,
1789281866.492,53.699,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,29,4.028,1.3837,0.2044,still,
1789281869.292,56.498,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789281869.292,56.498,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,18,2.184,0.3676,0.1587,still,
1789281872.346,59.552,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789281872.362,59.569,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,19,2.184,0.3641,0.1373,still,
1789281875.341,62.548,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789281875.341,62.548,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,18,2.183,0.3873,0.1284,still,
1789281877.976,65.183,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1789281879.738,66.945,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1789281880.140,67.347,LIVE,builtin,accepted,swipe_right,,,,,,,False,,"suppressed by shared cooldown (0.40s left, last=thumbs_up)",,,,,,
1789281880.140,67.347,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,23,4.142,1.2493,0.2113,still,
1789281888.513,75.720,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789281888.957,76.164,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,20,3.933,0.7783,0.1360,still,
1789281890.771,77.978,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.32<0.55),4,1.258,0.1449,0.0738,hand_lost,
1789281895.398,82.605,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789281899.373,86.579,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.24<0.55),10,1.046,0.0641,0.0265,still,
1789281901.718,88.925,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789281901.718,88.925,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,2.235,0.4569,0.1490,still,
1789281904.753,91.959,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789281904.769,91.976,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,16,2.233,0.3944,0.1399,still,
1789281909.652,96.859,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,4.091,0.9391,0.2452,hand_lost,
1789281924.065,111.272,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,9,2.824,0.6478,0.2686,hand_lost,
1789313491.186,95.020,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,25,1.314,0.1190,0.0480,hand_lost,
1789313492.083,95.917,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.598,1.4176,0.2098,still,
1789313492.957,96.791,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789313493.016,96.850,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,6,0.496,0.2634,0.1042,hand_lost,
1789313494.476,98.310,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789313494.476,98.310,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,11,0.522,0.5581,0.1105,still,
1789313495.422,99.256,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789313495.422,99.256,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,21,0.862,0.3619,0.1170,still,
1789313496.628,100.462,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.36<0.55),10,0.404,0.0867,0.0395,still,
1789313497.678,101.512,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789313497.681,101.515,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,20,0.739,0.3148,0.1095,still,
1789313499.571,103.405,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789313499.690,103.524,LIVE,builtin,accepted,swipe_right,,,,,,,False,,"suppressed by shared cooldown (0.68s left, last=thumbs_up)",,,,,,
1789313499.690,103.524,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.463,1.0227,0.1813,still,
1789313502.580,106.414,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789313502.711,106.545,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.36<0.55),9,0.398,0.1598,0.0401,still,
1789313507.314,111.148,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,15,0.616,0.1533,0.0621,still,
1789313507.893,111.727,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.462,0.0963,0.0544,still,
1789313508.981,112.815,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.45<0.55),12,0.527,0.1550,0.0448,still,
1789313508.981,112.815,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789313509.967,113.801,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,15,0.594,0.1481,0.0565,still,
1789313511.070,114.904,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.33<0.55),13,0.526,0.0653,0.0267,still,
1789313515.814,119.648,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789313516.734,120.568,LIVE,builtin,accepted,closed_fist_hold,,,,,,,True,first_slide,"DRY RUN, would press home",,,,,,
1789313517.048,120.882,LIVE,builtin,accepted,thumbs_up,,,,,,,False,,"suppressed by shared cooldown (0.50s left, last=closed_fist_hold)",,,,,,
1789313517.246,121.080,LIVE,builtin,accepted,swipe_right,,,,,,,False,,"suppressed by shared cooldown (0.39s left, last=closed_fist_hold)",,,,,,
1789313517.248,121.082,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.477,0.1483,0.0487,still,
1789313517.762,121.596,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.41<0.55),11,0.375,0.1303,0.0432,still,
1789313520.508,124.342,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,20,0.801,0.1556,0.0633,still,
1789313521.798,125.632,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789313521.806,125.640,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,18,0.702,0.2016,0.0740,still,
1789313522.832,126.666,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,0.958,0.5516,0.0964,still,
1789313524.277,128.111,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,24,1.065,0.3273,0.0883,still,
1789313525.914,129.748,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789313525.920,129.754,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,15,0.660,0.2697,0.0873,still,
1789313527.248,131.082,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789313527.248,131.082,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,1.026,0.1662,0.0727,hand_lost,
1789313568.438,172.272,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,14,1.852,0.5884,0.1087,hand_lost,
1789313586.735,190.569,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,9,0.735,0.3095,0.1424,hand_lost,
1789313588.381,192.215,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,25,1.062,0.3434,0.0951,still,
1789313589.651,193.485,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789313589.651,193.485,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,21,1.093,0.9083,0.1680,still,
1789313630.482,234.316,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,11,0.433,0.6182,0.1268,still,
1789313631.295,235.129,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789313631.311,235.145,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,9,0.653,0.2164,0.1033,hand_lost,
1789313631.958,235.792,LIVE,builtin,accepted,swipe_right,,,,,,,False,,"suppressed by shared cooldown (0.13s left, last=swipe_right)",,,,,,
1789313631.970,235.804,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,6,0.529,1.1730,0.3964,hand_lost,
1789313633.845,237.679,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.52<0.55),15,1.245,0.1245,0.0393,still,
1789313635.121,238.955,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789313635.121,238.955,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,1.027,0.3326,0.1369,hand_lost,
1789313636.337,240.171,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789313636.367,240.201,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.465,0.6668,0.1459,still,
1789313637.297,241.131,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789313637.300,241.133,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,15,0.895,0.2681,0.1422,hand_lost,
1789313638.925,242.759,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789313638.926,242.760,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,14,0.830,0.2040,0.0844,hand_lost,
1789313640.835,244.669,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.40<0.55),9,0.342,0.1863,0.0453,still,
1789313641.730,245.564,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789313641.730,245.564,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,10,0.837,1.1215,0.2837,hand_lost,
1789313646.787,250.621,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.856,0.1799,0.0948,hand_lost,
1789313649.715,253.549,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789313649.771,253.605,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,1.002,2.2514,0.2596,hand_lost,
1789313652.189,256.023,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789313652.192,256.026,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,4,0.468,0.6375,0.2529,hand_lost,
1789313653.566,257.400,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789313653.568,257.402,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,6,0.729,23.4955,4.2338,hand_lost,
1789313654.259,258.093,LIVE,builtin,accepted,open_palm_hold,,,,,,,False,,"suppressed by shared cooldown (0.12s left, last=swipe_left)",,,,,,
1789313655.176,259.010,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,19,1.266,0.2693,0.1012,hand_lost,
1789313657.299,261.133,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.836,0.1709,0.0713,hand_lost,
1789313658.505,262.339,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789313658.506,262.340,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,10,0.791,1.2765,0.3157,hand_lost,
1789313660.705,264.539,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789313660.705,264.539,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,7,0.590,0.9590,0.2797,hand_lost,
1789313662.707,266.541,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,7,0.605,0.2564,0.1314,hand_lost,
1789313664.673,268.507,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789313664.675,268.509,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,6,0.561,0.5993,0.1877,hand_lost,
1789313665.247,269.081,LIVE,builtin,accepted,swipe_left,,,,,,,False,,"suppressed by shared cooldown (0.23s left, last=swipe_right)",,,,,,
1789313665.247,269.081,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,5,0.538,3.2091,1.3691,hand_lost,
1789313668.726,272.560,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789313668.727,272.561,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.879,1.0440,0.1973,hand_lost,
1789313670.609,274.443,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.869,0.1202,0.0598,hand_lost,
1789313671.044,274.878,LIVE,trajectory,rejected,,,,,,,,False,,too_short(2f<4f),2,0.399,2.5149,1.9745,hand_lost,
1789313673.105,276.939,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789313673.105,276.939,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,11,0.462,0.5733,0.1132,still,
1789313674.708,278.542,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.45<0.55),10,0.402,0.1278,0.0486,still,
1789313676.395,280.229,LIVE,builtin,accepted,open_palm_hold,,,,,,,True,blank_screen,pressed b,,,,,,
1789313676.516,280.350,LIVE,builtin,accepted,swipe_left,,,,,,,False,,"suppressed by shared cooldown (0.68s left, last=open_palm_hold)",,,,,,
1789313676.517,280.351,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,16,0.946,2.7694,0.3890,still,
1789313678.185,282.019,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.996,0.0844,0.0481,hand_lost,
1789313680.917,284.751,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789313680.917,284.751,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.543,0.6650,0.1281,still,
1789313683.222,287.056,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1789313683.438,287.272,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,18,0.770,1.5629,0.1419,still,
1789313686.996,290.830,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789313686.997,290.831,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,8,1.012,3.5109,0.9517,hand_lost,
1789313688.577,292.411,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789313688.577,292.411,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,7,0.652,0.8947,0.2704,hand_lost,
1789313690.356,294.190,LIVE,trajectory,rejected,,,,,,,,False,,too_short(3f<4f),3,0.544,0.9961,0.4989,hand_lost,
1789313692.616,296.450,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,7,0.688,1.0946,0.3450,hand_lost,
1789313703.075,306.909,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,3.118,0.5346,0.2469,hand_lost,
1789313704.446,308.280,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,11,0.446,0.3797,0.0860,still,
