wall_time,session_t,mode,source,outcome,gesture,distance,threshold,threshold_source,runner_up,runner_up_distance,margin_ratio,fired,key,detail,seg_frames,seg_duration,seg_peak_speed,seg_mean_speed,seg_close_reason,session_label
1788755053.385,164.663,LIVE,trajectory,rejected,swipe_left,0.4212,0.6000,calibrated(3 samples),swipe_right,0.4308,0.9778,False,,ambiguous vs swipe_right (ratio 0.98 > 0.80),16,1.010,0.2063,0.0537,still,
1788755055.914,167.193,LIVE,trajectory,accepted,swipe_left,0.2688,0.6000,calibrated(3 samples),swipe_right,0.4823,0.5573,True,left,pressed left,27,2.065,1.0967,0.1494,still,
1788755061.450,172.728,LIVE,trajectory,accepted,swipe_left,0.4289,0.6000,calibrated(3 samples),swipe_right,0.6926,0.6192,True,left,pressed left,10,0.606,0.4590,0.0999,still,
1788755070.668,181.946,LIVE,trajectory,rejected,swipe_left,0.3861,0.6000,calibrated(3 samples),swipe_right,0.3910,0.9875,False,,ambiguous vs swipe_right (ratio 0.99 > 0.80),22,1.407,0.0967,0.0361,still,
1788755072.587,183.866,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.42<0.55),8,0.943,0.0952,0.0552,hand_lost,
1788755082.925,194.204,LIVE,trajectory,accepted,swipe_left,0.3428,0.6000,calibrated(3 samples),swipe_right,0.4649,0.7375,True,left,pressed left,4,0.670,0.3301,0.1868,hand_lost,
1788755091.448,202.727,LIVE,trajectory,accepted,swipe_left,0.4780,0.6000,calibrated(3 samples),swipe_right,0.8805,0.5428,True,left,pressed left,16,1.006,0.3290,0.1265,still,
1788755093.323,204.601,LIVE,trajectory,rejected,swipe_right,0.4788,0.6000,calibrated(3 samples),swipe_left,0.4874,0.9822,False,,ambiguous vs swipe_left (ratio 0.98 > 0.80),21,1.810,0.4311,0.1756,hand_lost,
1788755095.113,206.391,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.46<0.55),9,0.527,0.1805,0.0512,still,
1788755096.722,208.001,LIVE,trajectory,rejected,swipe_left,0.3987,0.6000,calibrated(3 samples),swipe_right,0.4415,0.9032,False,,ambiguous vs swipe_right (ratio 0.90 > 0.80),17,1.535,0.3061,0.1566,hand_lost,
1788755099.271,210.549,LIVE,trajectory,rejected,swipe_left,0.4335,0.6000,calibrated(3 samples),swipe_right,0.4738,0.9150,False,,ambiguous vs swipe_right (ratio 0.91 > 0.80),20,1.268,1.0480,0.1440,still,
1788755105.276,216.554,LIVE,trajectory,accepted,swipe_left,0.5068,0.6000,calibrated(3 samples),swipe_right,0.6445,0.7864,True,left,pressed left,10,1.050,1.4069,0.3314,hand_lost,
1788755110.054,221.332,LIVE,trajectory,accepted,swipe_right,0.3505,0.6000,calibrated(3 samples),swipe_left,0.4422,0.7927,True,right,pressed right,22,1.852,0.3787,0.1493,hand_lost,
1788755112.425,223.704,LIVE,trajectory,rejected,swipe_left,0.4473,0.6000,calibrated(3 samples),swipe_right,0.5552,0.8058,False,,ambiguous vs swipe_right (ratio 0.81 > 0.80),10,1.066,0.9043,0.2361,hand_lost,
1788755120.681,231.960,LIVE,trajectory,accepted,swipe_right,0.3004,0.6000,calibrated(3 samples),swipe_left,0.4985,0.6026,True,right,pressed right,32,2.044,0.2128,0.0672,still,
1788755123.016,234.294,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.46<0.55),12,0.743,0.0919,0.0405,still,
1788755130.543,241.821,LIVE,trajectory,accepted,swipe_left,0.3099,0.6000,calibrated(3 samples),swipe_right,0.7501,0.4131,True,left,pressed left,19,1.203,0.1382,0.0624,still,
1788755132.330,243.609,LIVE,trajectory,accepted,swipe_left,0.3536,0.6000,calibrated(3 samples),swipe_right,0.7406,0.4775,True,left,pressed left,14,0.864,0.0701,0.0492,still,
1788755135.748,247.027,LIVE,trajectory,rejected,swipe_left,0.3841,0.6000,calibrated(3 samples),swipe_right,0.4745,0.8094,False,,ambiguous vs swipe_right (ratio 0.81 > 0.80),20,1.295,0.1655,0.0789,still,
1788755139.669,250.948,LIVE,trajectory,accepted,swipe_right,0.3210,0.6000,calibrated(3 samples),swipe_left,0.4040,0.7946,True,right,pressed right,40,2.863,0.5646,0.1195,still,
1788755154.010,265.288,LIVE,trajectory,accepted,swipe_right,0.3927,0.6000,calibrated(3 samples),swipe_left,0.5921,0.6633,True,right,pressed right,13,1.598,0.6483,0.1608,hand_lost,
1788755155.484,266.762,LIVE,trajectory,accepted,swipe_right,0.2663,0.6000,calibrated(3 samples),swipe_left,0.4499,0.5919,True,right,pressed right,12,1.416,0.5756,0.1880,hand_lost,
1788755156.682,267.960,LIVE,trajectory,accepted,swipe_left,0.5384,0.6000,calibrated(3 samples),swipe_right,0.8175,0.6587,True,left,pressed left,11,1.142,5.4881,1.2499,hand_lost,
1788755160.862,272.141,LIVE,trajectory,accepted,swipe_left,0.4215,0.6000,calibrated(3 samples),swipe_right,0.5579,0.7555,True,left,pressed left,11,0.659,0.6113,0.1210,still,
1788755171.532,282.810,LIVE,trajectory,rejected,swipe_right,0.4342,0.6000,calibrated(3 samples),swipe_left,0.5383,0.8066,False,,ambiguous vs swipe_left (ratio 0.81 > 0.80),21,1.334,0.3423,0.1062,still,
1788755173.532,284.810,LIVE,trajectory,accepted,swipe_left,0.4077,0.6000,calibrated(3 samples),swipe_right,0.6326,0.6446,True,left,pressed left,20,1.465,0.4908,0.0884,still,
1788755177.260,288.538,LIVE,trajectory,rejected,swipe_left,0.7383,0.6000,calibrated(3 samples),swipe_right,0.9464,0.7801,False,,distance over threshold,17,1.063,1.5323,0.2587,still,
1788755179.942,291.220,LIVE,trajectory,accepted,swipe_right,0.1041,0.6000,calibrated(3 samples),swipe_left,0.6395,0.1627,True,right,pressed right,9,0.988,0.3214,0.1564,hand_lost,
1788755188.010,299.288,LIVE,trajectory,accepted,swipe_left,0.2858,0.6000,calibrated(3 samples),swipe_right,0.4378,0.6529,True,left,pressed left,12,0.739,0.6141,0.1256,still,
1788755188.729,300.007,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.49<0.55),11,0.673,0.0962,0.0527,still,
1788755191.146,302.425,LIVE,trajectory,rejected,swipe_left,0.3467,0.6000,calibrated(3 samples),swipe_right,0.3524,0.9837,False,,ambiguous vs swipe_right (ratio 0.98 > 0.80),28,1.935,0.9041,0.1214,still,
1788755192.327,303.606,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.39<0.55),10,0.587,0.0593,0.0428,still,
1788755193.198,304.477,LIVE,trajectory,accepted,swipe_right,0.1712,0.6000,calibrated(3 samples),swipe_left,0.2638,0.6489,True,right,pressed right,13,0.803,0.1312,0.0515,still,
1788755196.795,308.073,LIVE,trajectory,accepted,swipe_left,0.4526,0.6000,calibrated(3 samples),swipe_right,0.6250,0.7241,True,left,pressed left,24,1.728,1.1073,0.1284,still,
1788755200.830,312.108,LIVE,trajectory,accepted,swipe_left,0.2603,0.6000,calibrated(3 samples),swipe_right,0.7491,0.3475,True,left,pressed left,9,1.355,0.4834,0.1337,hand_lost,
1788755201.467,312.746,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.45<0.55),9,0.523,0.2192,0.0512,still,
1788755208.981,320.260,LIVE,trajectory,accepted,swipe_left,0.0565,0.6000,calibrated(3 samples),swipe_right,0.6081,0.0929,True,left,pressed left,17,1.966,0.4860,0.1653,hand_lost,
1788755340.887,99.680,LIVE,trajectory,accepted,test,0.0428,0.6000,calibrated(3 samples),swipe_left,0.5153,0.0830,True,None,no action mapped in gestures.yaml,32,2.060,0.4219,0.1441,still,
1788755341.969,100.762,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.27<0.55),4,0.677,0.1828,0.0718,hand_lost,
1788755346.246,105.039,LIVE,trajectory,accepted,swipe_right,0.2661,0.6000,calibrated(3 samples),test,0.4015,0.6626,True,right,"DRY RUN, would press right",42,2.881,1.3161,0.2108,still,
1788755348.980,107.773,LIVE,trajectory,accepted,swipe_right,0.0806,0.6000,calibrated(3 samples),swipe_left,0.2584,0.3118,True,right,"DRY RUN, would press right",10,1.070,0.3172,0.1499,hand_lost,
1788755350.181,108.974,LIVE,trajectory,accepted,test,0.1479,0.6000,calibrated(3 samples),swipe_left,0.5148,0.2874,True,None,no action mapped in gestures.yaml,8,0.927,1.0070,0.2874,hand_lost,
1788755353.591,112.384,LIVE,trajectory,accepted,swipe_left,0.1561,0.6000,calibrated(3 samples),swipe_right,0.5549,0.2814,True,left,"DRY RUN, would press left",32,2.064,1.1659,0.1999,still,
1788755357.400,116.193,LIVE,trajectory,accepted,test,0.1854,0.6000,calibrated(3 samples),swipe_right,0.3705,0.5005,True,None,no action mapped in gestures.yaml,12,1.198,0.3401,0.1357,hand_lost,
1788755360.550,119.343,LIVE,trajectory,accepted,swipe_left,0.3211,0.6000,calibrated(3 samples),swipe_right,0.4610,0.6965,True,left,"DRY RUN, would press left",25,1.617,0.4985,0.0829,still,
1788755363.689,122.481,LIVE,trajectory,rejected,swipe_left,0.3923,0.6000,calibrated(3 samples),swipe_right,0.4090,0.9590,False,,ambiguous vs swipe_right (ratio 0.96 > 0.80),29,2.003,0.3449,0.1243,still,
1788755364.363,123.155,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.44<0.55),10,0.614,0.0981,0.0515,still,
1788755369.366,128.159,LIVE,trajectory,rejected,swipe_right,0.2852,0.6000,calibrated(3 samples),test,0.3321,0.8588,False,,ambiguous vs test (ratio 0.86 > 0.80),12,1.199,2.8047,0.5326,hand_lost,
1788755375.320,134.113,LIVE,trajectory,rejected,swipe_right,0.3992,0.6000,calibrated(3 samples),test,0.4009,0.9958,False,,ambiguous vs test (ratio 1.00 > 0.80),14,0.863,1.4168,0.2756,still,
1788755378.262,137.055,LIVE,trajectory,rejected,test,0.2355,0.6000,calibrated(3 samples),swipe_right,0.2505,0.9400,False,,ambiguous vs swipe_right (ratio 0.94 > 0.80),29,2.672,5.7427,0.5368,hand_lost,
1788755382.409,141.202,LIVE,trajectory,accepted,swipe_right,0.2675,0.6000,calibrated(3 samples),test,0.4045,0.6613,True,right,"DRY RUN, would press right",26,2.544,2.5717,0.4029,hand_lost,
1788755383.820,142.613,LIVE,trajectory,accepted,test,0.1235,0.6000,calibrated(3 samples),swipe_left,0.5104,0.2419,True,None,no action mapped in gestures.yaml,9,1.010,1.3990,0.3572,hand_lost,
1788755389.296,148.089,LIVE,trajectory,accepted,test,0.2373,0.6000,calibrated(3 samples),swipe_right,0.3282,0.7230,True,None,no action mapped in gestures.yaml,17,1.534,1.9602,0.2941,hand_lost,
1788755390.423,149.215,LIVE,trajectory,segment_rejected,,,,,,,,,,too_short(3f<4f),3,0.590,0.3987,0.1725,hand_lost,
1788755393.364,152.157,LIVE,trajectory,accepted,test,0.1268,0.6000,calibrated(3 samples),swipe_left,0.5064,0.2505,True,None,no action mapped in gestures.yaml,12,0.736,0.6067,0.1261,still,
1788755397.175,155.967,LIVE,trajectory,accepted,test,0.0211,0.6000,calibrated(3 samples),swipe_right,0.5217,0.0404,True,None,no action mapped in gestures.yaml,57,3.746,0.2042,0.1146,still,
1788755398.311,157.103,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.25<0.55),4,0.671,0.1066,0.0725,hand_lost,
1788755405.863,164.656,LIVE,trajectory,accepted,swipe_left,0.2219,0.6000,calibrated(3 samples),swipe_right,0.5037,0.4405,True,left,"DRY RUN, would press left",88,6.017,2.6757,0.2717,still,
1788755407.462,166.255,LIVE,trajectory,accepted,test,0.0463,0.6000,calibrated(3 samples),swipe_right,0.4927,0.0939,True,None,no action mapped in gestures.yaml,23,1.452,0.4080,0.1675,still,
1788755805.746,28.657,LIVE,trajectory,rejected,swipe_left,0.3362,0.6000,calibrated(3 samples),test,0.3760,0.8940,False,,ambiguous vs test (ratio 0.89 > 0.80),7,0.940,0.5484,0.1897,hand_lost,
1788755810.023,32.934,LIVE,trajectory,rejected,swipe_right,0.4110,0.6000,calibrated(3 samples),swipe_left,0.4987,0.8242,False,,ambiguous vs swipe_left (ratio 0.82 > 0.80),9,1.056,0.2302,0.1160,hand_lost,
1788755813.892,36.803,LIVE,trajectory,accepted,test,0.1307,0.6000,calibrated(3 samples),swipe_right,0.2761,0.4735,True,None,no action mapped in gestures.yaml,20,2.106,1.1387,0.2288,hand_lost,
1788755821.049,43.960,LIVE,trajectory,accepted,swipe_right,0.2297,0.6000,calibrated(3 samples),test,0.3573,0.6428,True,right,pressed right,30,1.937,1.0960,0.2064,still,
1788755822.576,45.486,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.43<0.55),4,0.694,0.2054,0.1184,hand_lost,
1788755825.942,48.853,LIVE,trajectory,accepted,swipe_right,0.2935,0.6000,calibrated(3 samples),test,0.4261,0.6887,True,right,pressed right,16,1.483,0.8233,0.2554,hand_lost,
1788755828.573,51.483,LIVE,trajectory,accepted,swipe_right,0.0898,0.6000,calibrated(3 samples),test,0.1139,0.7885,True,right,pressed right,25,1.583,0.5891,0.1777,still,
1788755832.091,55.002,LIVE,trajectory,accepted,swipe_left,0.3519,0.6000,calibrated(3 samples),swipe_right,0.4845,0.7263,True,left,pressed left,25,3.269,5.9442,0.5870,hand_lost,
1788755834.623,57.534,LIVE,trajectory,accepted,swipe_left,0.1552,0.6000,calibrated(3 samples),swipe_right,0.4111,0.3775,True,left,pressed left,8,1.242,1.1383,0.3213,hand_lost,
1788755837.575,60.486,LIVE,trajectory,rejected,swipe_right,0.2664,0.6000,calibrated(3 samples),test,0.3000,0.8880,False,,ambiguous vs test (ratio 0.89 > 0.80),17,1.648,7.4728,0.6435,hand_lost,
1788755840.829,63.740,LIVE,trajectory,accepted,swipe_right,0.0539,0.6000,calibrated(3 samples),test,0.1168,0.4614,True,right,pressed right,27,2.211,0.5249,0.1914,hand_lost,
1788755843.568,66.479,LIVE,trajectory,accepted,swipe_right,0.2198,0.6000,calibrated(3 samples),test,0.3505,0.6271,True,right,pressed right,21,1.853,0.8510,0.2520,hand_lost,
1788755846.112,69.022,LIVE,trajectory,accepted,swipe_right,0.1816,0.6000,calibrated(3 samples),test,0.3066,0.5925,True,right,pressed right,18,1.573,0.6813,0.2417,hand_lost,
1788755848.863,71.773,LIVE,trajectory,accepted,swipe_right,0.2336,0.6000,calibrated(3 samples),test,0.3676,0.6355,True,right,pressed right,21,1.790,0.7874,0.2234,hand_lost,
1788755855.022,77.933,LIVE,trajectory,accepted,test,0.0268,0.6000,calibrated(3 samples),swipe_left,0.5201,0.0515,True,None,no action mapped in gestures.yaml,5,0.830,0.2312,0.1263,hand_lost,
1788755858.762,81.673,LIVE,trajectory,accepted,test,0.1257,0.6000,calibrated(3 samples),swipe_left,0.5203,0.2416,True,None,no action mapped in gestures.yaml,16,1.533,0.3288,0.1827,hand_lost,
1788755928.360,151.271,LIVE,trajectory,accepted,test,0.2603,0.6000,calibrated(3 samples),swipe_left,0.4399,0.5916,True,None,no action mapped in gestures.yaml,7,1.549,0.6156,0.1429,hand_lost,
1788756103.716,326.627,LIVE,trajectory,accepted,test,0.2099,0.6000,calibrated(3 samples),swipe_left,0.4886,0.4295,True,None,no action mapped in gestures.yaml,16,1.634,1.3920,0.2051,still,
1788756105.964,328.875,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.52<0.55),10,1.979,0.0881,0.0599,hand_lost,
1788756953.656,18.907,LIVE,trajectory,rejected,swipe_right,0.2166,0.6000,calibrated(3 samples),test,0.2483,0.8722,False,,ambiguous vs test (ratio 0.87 > 0.80),14,5.154,1.4868,0.5505,hand_lost,
1788756965.278,30.530,LIVE,trajectory,accepted,swipe_right,0.2263,0.6000,calibrated(3 samples),test,0.3484,0.6497,True,right,pressed right,32,2.073,0.8559,0.1834,still,
1788756966.415,31.667,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.49<0.55),5,0.736,0.1657,0.1031,hand_lost,
1788756970.889,36.140,LIVE,trajectory,accepted,swipe_right,0.1343,0.6000,calibrated(3 samples),test,0.1880,0.7145,True,right,pressed right,29,1.832,0.6858,0.1852,still,
1788756972.500,37.751,LIVE,trajectory,accepted,test,0.0934,0.6000,calibrated(3 samples),swipe_left,0.5099,0.1832,True,None,no action mapped in gestures.yaml,17,1.334,1.5275,0.2578,still,
1788756974.030,39.282,LIVE,trajectory,accepted,test,0.0192,0.6000,calibrated(3 samples),swipe_right,0.5227,0.0367,True,None,no action mapped in gestures.yaml,20,1.394,0.8578,0.1745,still,
1788756977.236,42.488,LIVE,trajectory,accepted,swipe_right,0.3059,0.6000,calibrated(3 samples),test,0.4447,0.6878,True,right,pressed right,31,2.733,1.1218,0.2432,still,
1788756979.471,44.722,LIVE,trajectory,rejected,swipe_left,0.3951,0.6000,calibrated(3 samples),swipe_right,0.4091,0.9657,False,,ambiguous vs swipe_right (ratio 0.97 > 0.80),25,2.174,1.6235,0.3084,still,
1788756983.111,48.363,LIVE,trajectory,accepted,swipe_right,0.2611,0.6000,calibrated(3 samples),test,0.3856,0.6772,True,right,pressed right,27,2.020,1.1351,0.2463,still,
1788756984.970,50.222,LIVE,trajectory,accepted,test,0.0854,0.6000,calibrated(3 samples),swipe_left,0.5212,0.1639,True,None,no action mapped in gestures.yaml,13,0.800,0.8455,0.2003,still,
1788756985.973,51.225,LIVE,trajectory,accepted,test,0.0458,0.6000,calibrated(3 samples),swipe_right,0.4990,0.0918,True,None,no action mapped in gestures.yaml,7,0.916,0.3100,0.1487,hand_lost,
1788756987.328,52.580,LIVE,trajectory,accepted,test,0.1918,0.6000,calibrated(3 samples),swipe_left,0.4290,0.4471,True,None,no action mapped in gestures.yaml,12,1.211,0.6041,0.1274,hand_lost,
1788756989.785,55.036,LIVE,trajectory,accepted,swipe_right,0.1405,0.6000,calibrated(3 samples),test,0.2782,0.5051,True,right,pressed right,22,1.620,0.9213,0.2428,still,
1788756992.525,57.777,LIVE,trajectory,rejected,swipe_right,0.3659,0.6000,calibrated(3 samples),swipe_left,0.4157,0.8802,False,,ambiguous vs swipe_left (ratio 0.88 > 0.80),29,2.407,1.6306,0.2640,still,
1788756993.672,58.924,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.20<0.55),4,0.696,0.1267,0.0570,hand_lost,
1788756996.377,61.629,LIVE,trajectory,accepted,test,0.1253,0.6000,calibrated(3 samples),swipe_left,0.4283,0.2926,True,None,no action mapped in gestures.yaml,32,2.568,0.3935,0.1416,hand_lost,
1788756999.250,64.501,LIVE,trajectory,accepted,swipe_left,0.0669,0.6000,calibrated(3 samples),swipe_right,0.5850,0.1144,True,left,pressed left,30,1.926,0.6636,0.1479,still,
1788757000.906,66.158,LIVE,trajectory,accepted,test,0.1201,0.6000,calibrated(3 samples),swipe_right,0.4436,0.2709,True,None,no action mapped in gestures.yaml,15,1.255,1.4605,0.2413,still,
1788757002.521,67.774,LIVE,trajectory,accepted,test,0.1781,0.6000,calibrated(3 samples),swipe_left,0.5191,0.3431,True,None,no action mapped in gestures.yaml,22,1.408,0.3406,0.1480,still,
1788757005.645,70.897,LIVE,trajectory,rejected,swipe_left,0.3724,0.6000,calibrated(3 samples),swipe_right,0.4131,0.9015,False,,ambiguous vs swipe_right (ratio 0.90 > 0.80),34,2.395,1.2071,0.1833,still,
1788757013.489,78.741,LIVE,trajectory,accepted,swipe_left,0.2448,0.6000,calibrated(3 samples),swipe_right,0.5175,0.4731,True,left,pressed left,31,2.002,0.9204,0.1840,still,
1788757016.772,82.024,LIVE,trajectory,rejected,swipe_left,0.3590,0.6000,calibrated(3 samples),swipe_right,0.4189,0.8569,False,,ambiguous vs swipe_right (ratio 0.86 > 0.80),36,2.800,1.5140,0.2263,still,
1788757021.623,86.875,LIVE,trajectory,accepted,test,0.1655,0.6000,calibrated(3 samples),swipe_right,0.3750,0.4412,True,None,no action mapped in gestures.yaml,25,2.054,0.3180,0.1507,hand_lost,
1788757025.546,90.798,LIVE,trajectory,accepted,test,0.2026,0.6000,calibrated(3 samples),swipe_left,0.3571,0.5674,True,None,no action mapped in gestures.yaml,19,1.600,1.6603,0.2338,still,
1788757027.807,93.059,LIVE,trajectory,rejected,swipe_right,0.3580,0.6000,calibrated(3 samples),swipe_left,0.3721,0.9620,False,,ambiguous vs swipe_left (ratio 0.96 > 0.80),18,1.870,1.4411,0.3173,still,
1788757028.949,94.201,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.46<0.55),5,0.737,0.2556,0.0925,hand_lost,
1788757030.401,95.652,LIVE,trajectory,accepted,swipe_left,0.0837,0.6000,calibrated(3 samples),test,0.4598,0.1820,True,left,pressed left,22,1.389,1.0019,0.2224,still,
1788757031.952,97.204,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.51<0.55),8,0.940,0.1412,0.0701,hand_lost,
1788757033.745,98.997,LIVE,trajectory,accepted,swipe_left,0.0984,0.6000,calibrated(3 samples),swipe_right,0.6066,0.1622,True,left,pressed left,27,1.729,1.2481,0.2340,still,
1788757036.343,101.594,LIVE,trajectory,accepted,swipe_left,0.0749,0.6000,calibrated(3 samples),test,0.5972,0.1254,True,left,pressed left,17,1.406,1.7548,0.3067,still,
1788757077.215,142.467,LIVE,trajectory,rejected,test,0.2876,0.6000,calibrated(3 samples),swipe_left,0.2979,0.9655,False,,ambiguous vs swipe_left (ratio 0.97 > 0.80),12,3.551,2.1890,0.6543,hand_lost,
1788757176.456,241.708,LIVE,trajectory,accepted,swipe_right,0.4619,0.6000,calibrated(3 samples),swipe_left,0.6737,0.6856,True,right,pressed right,7,2.495,0.9278,0.2955,hand_lost,
1788757181.792,247.044,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.39<0.55),7,2.933,0.0998,0.0550,hand_lost,
1788757185.623,250.875,LIVE,trajectory,rejected,swipe_left,0.3470,0.6000,calibrated(3 samples),test,0.4093,0.8480,False,,ambiguous vs test (ratio 0.85 > 0.80),15,3.421,0.2835,0.1056,still,
1788757188.356,253.608,LIVE,trajectory,segment_rejected,,,,,,,,,,too_short(3f<4f),3,2.629,0.1042,0.0853,hand_lost,
1788757217.723,282.975,LIVE,trajectory,rejected,swipe_left,0.3643,0.6000,calibrated(3 samples),swipe_right,0.4498,0.8100,False,,ambiguous vs swipe_right (ratio 0.81 > 0.80),7,2.717,0.3407,0.1754,hand_lost,
1788757246.169,311.421,LIVE,trajectory,accepted,swipe_right,0.2041,0.6000,calibrated(3 samples),test,0.2710,0.7531,True,right,pressed right,22,1.727,1.0623,0.2020,still,
1788757247.388,312.640,LIVE,trajectory,accepted,swipe_left,0.4363,0.6000,calibrated(3 samples),test,0.6465,0.6748,True,left,pressed left,4,0.670,2.8983,0.7595,hand_lost,
1788757259.107,324.359,LIVE,trajectory,rejected,swipe_left,0.3307,0.6000,calibrated(3 samples),swipe_right,0.3610,0.9162,False,,ambiguous vs swipe_right (ratio 0.92 > 0.80),30,8.878,2.8777,0.6374,hand_lost,
1788757265.480,330.732,LIVE,trajectory,accepted,swipe_right,0.0905,0.6000,calibrated(3 samples),test,0.1170,0.7741,True,right,pressed right,27,2.127,1.6006,0.2097,still,
1788757266.893,332.145,LIVE,trajectory,accepted,test,0.0661,0.6000,calibrated(3 samples),swipe_left,0.5214,0.1268,True,None,no action mapped in gestures.yaml,15,1.205,2.3830,0.3440,still,
1788757269.290,334.542,LIVE,trajectory,accepted,test,0.0239,0.6000,calibrated(3 samples),swipe_right,0.5182,0.0462,True,None,no action mapped in gestures.yaml,18,1.466,1.3081,0.2248,still,
1788757271.293,336.545,LIVE,trajectory,accepted,test,0.0718,0.6000,calibrated(3 samples),swipe_left,0.4791,0.1499,True,None,no action mapped in gestures.yaml,17,1.410,6.7582,0.5427,still,
1788757273.839,339.091,LIVE,trajectory,accepted,test,0.0317,0.6000,calibrated(3 samples),swipe_right,0.4988,0.0635,True,None,no action mapped in gestures.yaml,25,2.066,0.3213,0.1590,hand_lost,
1788757626.172,691.423,LIVE,trajectory,accepted,test,0.1348,0.6000,calibrated(3 samples),swipe_right,0.2621,0.5143,True,None,no action mapped in gestures.yaml,16,1.465,0.4243,0.1326,hand_lost,
1788757630.101,695.353,LIVE,trajectory,accepted,swipe_right,0.0983,0.6000,calibrated(3 samples),test,0.2293,0.4289,True,right,pressed right,33,2.130,0.7341,0.1418,still,
1788757633.571,698.823,LIVE,trajectory,accepted,swipe_left,0.1850,0.6000,calibrated(3 samples),test,0.4593,0.4027,True,left,pressed left,40,3.137,1.2742,0.2166,still,
1788757634.865,700.116,LIVE,trajectory,accepted,swipe_right,0.2042,0.6000,calibrated(3 samples),swipe_left,0.2834,0.7205,True,right,pressed right,6,1.205,2.3084,0.4843,hand_lost,
1788757661.525,726.777,LIVE,trajectory,accepted,swipe_right,0.2435,0.6000,calibrated(3 samples),swipe_left,0.3298,0.7383,True,right,pressed right,49,3.994,1.6265,0.1899,hand_lost,
1788757675.943,741.195,LIVE,trajectory,rejected,test,0.2831,0.6000,calibrated(3 samples),swipe_right,0.3327,0.8508,False,,ambiguous vs swipe_right (ratio 0.85 > 0.80),23,1.475,1.5373,0.2688,still,
1788757677.679,742.930,LIVE,trajectory,accepted,swipe_left,0.4159,0.6000,calibrated(3 samples),test,0.5615,0.7408,True,left,pressed left,15,1.603,0.7847,0.2129,hand_lost,
1788757687.905,753.157,LIVE,trajectory,accepted,swipe_left,0.3114,0.6000,calibrated(3 samples),swipe_right,0.4652,0.6694,True,left,pressed left,21,6.266,2.0619,0.5791,hand_lost,
1788757702.887,768.139,LIVE,trajectory,accepted,swipe_right,0.1944,0.6000,calibrated(3 samples),swipe_left,0.5195,0.3742,True,right,pressed right,24,4.298,1.2498,0.2210,still,
1788757704.468,769.720,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.37<0.55),10,1.147,0.0929,0.0421,still,
1788757727.604,792.855,LIVE,trajectory,accepted,swipe_left,0.0878,0.6000,calibrated(3 samples),swipe_right,0.3385,0.2593,True,left,pressed left,37,4.438,1.5453,0.1268,still,
1788757728.941,794.193,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.28<0.55),10,1.000,0.0771,0.0314,still,
1788757731.262,796.514,LIVE,trajectory,accepted,swipe_left,0.4301,0.6000,calibrated(3 samples),swipe_right,0.5801,0.7414,True,left,pressed left,14,1.959,0.6080,0.1006,still,
1788757734.441,799.693,LIVE,trajectory,accepted,test,0.2859,0.6000,calibrated(3 samples),swipe_left,0.3847,0.7432,True,None,no action mapped in gestures.yaml,12,2.159,0.1876,0.0698,still,
1788757739.608,804.860,LIVE,trajectory,accepted,test,0.3440,0.6000,calibrated(3 samples),swipe_left,0.4306,0.7989,True,None,no action mapped in gestures.yaml,11,5.013,1.7300,0.4062,hand_lost,
1788757786.427,851.679,LIVE,trajectory,accepted,swipe_left,0.2254,0.6000,calibrated(3 samples),swipe_right,0.5342,0.4219,True,left,pressed left,39,6.233,1.3539,0.2354,still,
1788757789.758,855.010,LIVE,trajectory,rejected,swipe_right,0.4062,0.6000,calibrated(3 samples),swipe_left,0.4883,0.8320,False,,ambiguous vs swipe_left (ratio 0.83 > 0.80),14,3.170,2.9638,0.7011,hand_lost,
1788757855.703,920.955,LIVE,trajectory,rejected,test,0.1746,0.6000,calibrated(3 samples),swipe_right,0.1943,0.8984,False,,ambiguous vs swipe_right (ratio 0.90 > 0.80),13,2.491,1.0089,0.3116,hand_lost,
1789280460.631,25.822,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,24,3.758,0.4973,0.1106,still,
1789280462.208,27.399,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
